id,category
573832,Single-playerDownloadable Content Steam | Trading Cards Partial | Controller Support
545540,Single-playerSteam Achievements Steam | Trading Cards Requires | agreement to | a 3rd-party | EULAThe Infectious | Madness of | Doctor Dekker
857450,Single-playerSteam Trading | Cards Steam Cloud
287840,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards
267775,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Steam
1162160,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Steam | Cloud Includes level
525510,Single-playerOnline PvPShared/Split | Screen PvPOnline | Co-opShared/Split Screen | Co-opCross-Platform Multiplayer Steam | Achievements Full controller | supportStats Remote Play | on TVRemote | Play Together
524010,Single-playerSteam Achievements Steam | Cloud StatsIncludes level
426790,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TVRequires | agreement to | a 3rd-party | EULAGrow Up | EULA 1
227380,Single-playerSteam Achievements Partial | Controller Support
457210,Single-playerSteam Achievements Steam | Trading Cards Captions | availableSteam Workshop Steam | Cloud StatsSteam Leaderboards Includes | level editor
628050,Single-playerSteam Cloud Requires | agreement to | a 3rd-party | EULARomance of | the Three | Kingdoms IX | with Power | Up Kit
1199630,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support
3450,
995770,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Valve | Anti-Cheat enabledStats Steam
339580,Single-playerSteam Achievements Steam | Trading Cards Steam
247298,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam
1015140,Single-playerOnline Co-opFull | controller support
734740,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Valve | Anti-Cheat enabledStats Steam
546430,Single-playerSteam Achievements Steam | Trading Cards Steam
1146940,Online PvPOnline | Co-opSteam Achievements Steam
927250,Single-playerSteam Achievements Full | controller supportSteam | Cloud Requires agreement | to a | 3rd-party EULABladed | Fury EULA
981770,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
1044870,MMOOnline PvPOnline | Co-opProfile Features
262940,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Remote | Play on | Phone Remote Play | on Tablet Remote | Play on
526130,Single-playerSteam Achievements Steam | Cloud StatsSteam Leaderboards
347610,Single-playerSteam Trading
368640,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
1101450,Single-playerSteam Achievements Steam | Trading Cards Steam
225834,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
919370,Single-playerSteam Achievements Steam
319080,Single-playerSteam Cloud Requires | agreement to | a 3rd-party | EULADisney Princess | :  | My Fairytale | Adventure EULA
1054550,Single-playerSteam Trading | Cards Steam Cloud
224166,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
1359470,
841150,Single-playerDownloadable Content Steam | Trading Cards
572220,Online PvPShared/Split | Screen PvPOnline | Co-opSteam Achievements Full | controller supportRemote | Play Together
1214810,Single-playerDownloadable Content Partial | Controller Support Requires | agreement to | a 3rd-party | EULADJMAX RESPECT | V - | UNLOCK SONG | PACK EULA
31920,
551700,Single-playerOnline PvPOnline | Co-opCross-Platform Multiplayer
22470,Single-playerDownloadable Content Steam | Achievements Partial Controller | Support Steam Leaderboards
871420,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TV
423365,Single-playerCross-Platform Multiplayer Downloadable
225826,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
367580,Single-playerSteam Achievements Steam | Trading Cards
1036480,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud
323320,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TVRequires | agreement to | a 3rd-party | EULAGrow Home
1100160,Single-playerSteam Cloud
247306,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
428340,
224164,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
629770,Single-playerSteam Achievements
402020,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Remote | Play on | TVRequires agreement | to a | 3rd-party EULAThe | Park EULA
1163740,Single-playerShared/Split Screen | PvPShared/Split Screen | Co-opSteam Achievements Partial | Controller Support Steam | Cloud StatsRemote Play | Together Profile Features
758320,Single-playerSteam Achievements Steam
616620,Single-playerSteam Trading
1028920,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Incorporates | 3rd-party DRM: | Denuvo Anti-tamper
511740,Single-playerSteam Achievements Steam | Trading Cards Steam
280850,Single-playerOnline PvPSteam | Achievements Full controller | supportSteam Trading | Cards Captions available
1267260,
209370,Single-playerSteam Achievements Steam
541660,Single-playerPartial Controller | Support Steam Cloud Requires | agreement to | a 3rd-party | EULADisney Infinity | 2.0: Gold | Edition EULA
396480,Single-playerSteam Achievements Steam
663390,Single-playerOnline PvPCross-Platform | Multiplayer Steam Achievements StatsSteam | Leaderboards Includes level | editorRemote Play
579020,Single-playerOnline PvPSteam | Achievements Full controller | supportSteam Cloud Steam
390730,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud StatsSteam Leaderboards
341040,Single-playerSteam Achievements Steam | Trading Cards Remote | Play Together
225821,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
275200,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
751450,Single-playerSteam Trading
685300,
873890,Single-playerSteam Trading | Cards Steam Cloud
580731,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Captions availableSteam
923810,Single-playerSteam Achievements Steam | Trading Cards
1058130,Single-playerSteam Achievements Steam | Trading Cards Steam
423366,Single-playerMMOOnline PvPOnline | Co-opCross-Platform Multiplayer Downloadable | Content Full controller
526490,Single-playerSteam Achievements Steam | Trading Cards Steam
1054730,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Steam Trading | Cards In-App Purchases
1103730,Single-playerShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Cloud Steam Leaderboards Remote | Play Together Steam | is learning | about this
771420,Single-playerSteam Achievements Full | controller support
252890,Single-playerSteam Achievements
500290,MMOOnline PvPOnline | Co-opCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Cloud Includes level | editorProfile Features
482450,Single-playerOnline PvPSteam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud Steam | Leaderboards Remote Play
549840,Single-playerDownloadable Content Steam | Trading Cards Partial | Controller Support
1019930,Single-playerDownloadable Content Steam | Achievements Captions availableSteam | Cloud Profile Features
720960,Single-playerOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller
552060,Single-playerSteam Achievements Steam | Trading Cards Steam
312790,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Steam Leaderboards
462990,Single-playerSteam Achievements Steam | Trading Cards Steam | Cloud Steam Leaderboards
349270,Single-playerSteam Achievements Partial | Controller Support
532021,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam
970560,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
17100,Single-playerSteam Achievements Requires | agreement to | a 3rd-party | EULAChildren of | the Nile | EULA 1
403410,Single-playerSteam Achievements Steam | Leaderboards Requires agreement | to a | 3rd-party EULALIGHT-MS
224161,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
225827,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
224500,Single-playerSteam Trading | Cards Steam Workshop
1168660,Single-playerShared/Split Screen | PvPSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Remote Play
745850,Single-playerSteam Trading | Cards Steam Cloud
1162650,Single-playerSteam Achievements Partial | Controller Support Steam
692840,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Captions | availableRemote Play | on TV
359050,Single-playerSteam Achievements Steam | Trading Cards Steam
666820,Single-playerSteam Achievements Steam | Trading Cards Steam
1118026,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud StatsSteam | Leaderboards Incorporates 3rd-party | DRM: Denuvo | Anti-tamper5 different | PC within | a day | machine activation
264200,Single-playerSteam Achievements Partial | Controller Support Steam
1076550,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Full controller | supportSteam Leaderboards Remote | Play Together
935070,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support
1249070,Single-playerSteam Achievements Full | controller supportSteam | Cloud Steam Leaderboards Steam | is learning | about this
550080,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
297830,Single-playerDownloadable Content Steam | Trading Cards Steam
1060670,Single-playerSteam Achievements Steam
251210,Single-playerCross-Platform Multiplayer Steam | Achievements Full controller | supportSteam Trading | Cards StatsSteam Leaderboards Steam | Turn Notifications
384630,Single-playerSteam Trading | Cards Captions available
778400,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
464591,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Includes level
1386730,Single-playerSteam Cloud Steam | is learning | about this
662680,Single-playerSteam Achievements Steam
247299,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam
364930,Single-playerOnline PvPCross-Platform | Multiplayer Steam Achievements Steam | Trading Cards Steam | Cloud Steam Leaderboards
1059291,Single-playerOnline PvPShared/Split | Screen PvPCross-Platform | Multiplayer Downloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Steam
1053830,
888630,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on TV
342610,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Steam Leaderboards Includes | level editorRemote | Play Together
403950,Single-playerCross-Platform Multiplayer Remote | Play Together
1180120,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Profile Features
423368,Single-playerMMOOnline PvPOnline | Co-opCross-Platform Multiplayer Downloadable | Content Full controller
676510,Single-playerOnline Co-opCross-Platform | Multiplayer Full controller | supportSteam Cloud
435111,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop Steam | Cloud Includes level
1381980,Single-playerSteam Cloud Steam | is learning | about this
255420,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Stats
702660,Downloadable Content Steam | Achievements Full controller | supportStats Steam Leaderboards
333950,Single-playerOnline PvPOnline | Co-opSteam Workshop Partial | Controller Support
735000,Downloadable Content Steam | Achievements Full controller | supportStats Steam Leaderboards
967282,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop In-App | Purchases Steam Cloud Steam
826540,Single-playerRequires agreement | to a | 3rd-party EULAAudio | Trip EULA
1198400,Single-playerSteam Achievements Full | controller supportSteam
560170,Single-playerPartial Controller | Support Requires agreement | to a | 3rd-party EULASTAR | WARS™: Shadows | of the | Empire EULA
690530,Online PvPOnline | Co-opSteam Achievements Steam | Trading Cards Steam | Cloud Requires agreement | to a | 3rd-party EULASoul | at Stake
339350,Single-playerSteam Achievements Captions | availableSteam Cloud
941962,Single-playerOnline Co-opDownloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards Steam
206210,Steam Achievements Steam | Trading Cards Steam | Cloud StatsSteam Leaderboards
1235741,Single-playerDownloadable Content Incorporates | 3rd-party DRM: | EA on-line | activation and | Origin client | software installation | and background | use required.
1160243,Single-playerOnline PvPDownloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards In-App | Purchases Steam Cloud
265210,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play
215930,Single-playerSteam Trading | Cards Steam Cloud
907470,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
1045080,Single-playerOnline PvPOnline | Co-opCross-Platform Multiplayer Steam | Achievements Partial Controller
823610,Single-playerSteam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud StatsIncludes | level editorRequires | agreement to | a 3rd-party | EULADungeon Of | Dragon Knight
207690,Single-playerSteam Achievements Steam | Trading Cards
7000,Single-playerPartial Controller | Support Requires agreement | to a | 3rd-party EULAeula_eidos
296570,Single-playerSteam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud StatsSteam
433850,Online PvPIn-App
783870,MMOOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards In-App Purchases
912170,Incorporates 3rd-party | DRM: Stardock | SAS5 concurrent | machine activation | limitRequires agreement | to a | 3rd-party EULAGroupy
906510,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
469720,Single-playerSteam Achievements Steam | Trading Cards Steam
37220,
249650,Single-playerSteam Achievements Steam | Trading Cards Steam
730870,Single-playerSteam Cloud
1142220,Single-playerOnline PvPSteam | Workshop In-App Purchases Steam | Cloud Steam Leaderboards Includes | level editorProfile | Features Limited Requires | 3rd-Party Account: Play Fab (Supports | Linking to | Steam Account)Requires | agreement to | a 3rd-party | EULABeat Aim EULA
256321,Single-playerDownloadable Content Steam | Achievements Steam Cloud
406150,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
808100,
901660,
828580,Single-playerSteam Trading
38450,
294680,Single-playerSteam Cloud
893030,Single-playerShared/Split Screen | PvPSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Remote Play | Together Requires agreement | to a | 3rd-party EULAMusic | Racer EULA
1201310,Single-playerShared/Split Screen | PvPSteam Achievements Remote | Play Together Profile | Features Limited 
1347420,Single-playerSteam Achievements Steam | Cloud Profile Features
1250250,Single-playerShared/Split Screen | Co-opSteam Achievements Partial | Controller Support Steam | Cloud Remote Play | Together Requires agreement | to a | 3rd-party EULANAMCO | MUSEUM ARCHIVES | Vol 1
240360,Single-playerSteam Achievements Partial | Controller Support
208813,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
363930,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Remote | Play on
604330,Single-playerSteam Trading | Cards Steam Cloud Requires | agreement to | a 3rd-party | EULAThe Crown | of Leaves | EULA 1
250110,Single-playerShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards Remote | Play on | Phone Remote Play | on Tablet Remote | Play on | TVRemote Play
990430,
213195,MMODownloadable Content
453690,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Steam | Workshop Includes level
1065260,Single-playerOnline PvPCross-Platform | Multiplayer Full controller | supportSteam Trading | Cards Remote Play
1259000,MMOSteam Achievements In-App | Purchases Profile Features | Limited Requires 3rd-Party | Account: Damascus User
646670,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
299400,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
951670,Single-playerOnline PvPCross-Platform | Multiplayer Steam Achievements
461800,Single-playerCross-Platform Multiplayer Downloadable
345200,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Leaderboards Remote Play
15380,
1070580,Single-playerOnline PvPSteam | Trading Cards Partial | Controller Support
428080,Single-playerOnline PvPCross-Platform | Multiplayer SteamVR Collectibles Steam | Leaderboards Requires agreement | to a | 3rd-party EULARacket: | Nx EULA
1356222,Single-playerOnline PvPDownloadable | Content Steam Achievements Steam | Trading Cards In-App | Purchases Partial Controller
1075400,Single-playerSteam Achievements
628060,Single-playerSteam Cloud Requires | agreement to | a 3rd-party | EULARomance of | the Three | Kingdoms X | with Power | Up Kit
43000,Single-playerSteam Achievements Partial | Controller Support Steam | Leaderboards Requires agreement | to a | 3rd-party EULAFront | Mission Evolved
475190,Single-playerPartial Controller
1113821,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading
1050460,Additional High-Quality
394760,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Remote | Play on
233150,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Steam Leaderboards
317040,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
320371,Downloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam
8200,
655790,Single-playerOnline PvPSteam
330460,Single-playerOnline PvPLAN | PvPOnline Co-opLAN | Co-opCross-Platform Multiplayer Steam
294440,Single-playerSteam Achievements Steam | Trading Cards
889700,Single-playerSteam Trading
895480,Single-playerSteam Achievements Partial | Controller Support
610160,Single-playerOnline PvPSteam
253030,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Workshop Steam Cloud StatsSteam | Leaderboards Includes level | editorRemote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
376200,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Valve | Anti-Cheat enabledStats Steam
297920,Single-playerSteam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud Includes | level editor
717640,Single-playerSteam Achievements Partial | Controller Support
1353120,Single-playerPartial Controller | Support Profile Features
55392,Single-playerDownloadable Content Steam | Achievements Partial Controller | Support Steam Cloud
315460,Single-playerOnline PvPOnline | Co-opSteam Achievements Steam | Trading Cards Steam
1200550,Single-playerOnline PvPShared/Split | Screen PvPDownloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards In-App | Purchases Steam Cloud
474764,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam | Leaderboards Incorporates 3rd-party | DRM: Denuvo
1056970,Single-playerRequires agreement | to a | 3rd-party EULAWolfenstein: | Cyberpilot EULA
307880,Single-playerOnline Co-opSteam | Achievements Steam Trading | Cards Steam Cloud
411910,Single-playerDownloadable Content Captions | availablePartial Controller
848060,Single-playerShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Cloud Remote Play
704180,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Valve | Anti-Cheat enabledStats Steam
302350,
1379221,Single-playerOnline PvPLAN | PvPShared/Split Screen | PvPDownloadable Content Remote | Play Together
1630,
938270,
337840,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Workshop Steam | Cloud StatsIncludes level
428370,Single-playerSteam Achievements Full | controller supportSteam | Cloud Steam Leaderboards
648780,Single-playerShared/Split Screen | PvPSteam Achievements Full | controller supportSteam | Leaderboards Remote Play | on TVRemote | Play Together
626790,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Includes level
1374720,Single-playerSteam Achievements Steam | is learning | about this
1191330,MMOOnline PvPIn-App | Purchases Profile Features | Limited Requires 3rd-Party | Account: Inferna (Supports Linking | to Steam
252410,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TV
1002430,
639560,Single-playerRequires agreement | to a | 3rd-party EULASpacescape
855630,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
426690,Single-playerSteam Trading
748300,Single-playerSteam Achievements Steam | Trading Cards
1058320,Single-playerSteam Achievements Full | controller supportRemote | Play on
764050,Single-playerOnline PvPOnline | Co-opPartial Controller | Support Steam Cloud
371520,Single-playerSteam Achievements Steam | Trading Cards
37210,
355890,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Leaderboards
345430,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
277752,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop Steam | Cloud Steam Leaderboards
1204050,Profile Features
227000,Single-playerSteam Achievements Steam | Trading Cards
551690,
480520,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards
16120,
284240,Single-playerPartial Controller
289881,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
1237830,Single-playerDownloadable Content Steam | Achievements Steam Cloud
806120,MMOOnline PvPOnline | Co-opDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards In-App Purchases
1015720,Single-playerSteam Cloud
1121590,Single-playerSteam Achievements Partial | Controller Support Requires | agreement to | a 3rd-party | EULAAdam - | Lost Memories
1305310,Single-playerOnline Co-opLAN | Co-opCross-Platform Multiplayer Steam | Achievements Partial Controller | Support Steam Cloud Requires | agreement to | a 3rd-party | EULADrox Operative | 2 EULA
529660,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TV
273620,
658260,Single-playerSteam Achievements Partial | Controller Support Requires | agreement to | a 3rd-party | EULABLUE REFLECTION
366690,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Full controller | supportSteam Cloud Steam | Leaderboards Commentary availableRemote | Play Together
320370,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam
1230860,Single-playerSteam Achievements Steam | Leaderboards Profile Features
1174720,
868423,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud
664430,Single-playerShared/Split Screen | Co-opSteam Achievements Full | controller supportSteam | Cloud Remote Play | on TVRemote | Play Together Requires | agreement to | a 3rd-party | EULAWWE 2K18
414651,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading
290730,MMOSteam Achievements Requires | agreement to | a 3rd-party | EULAMy Lands
1144440,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
889770,Single-playerFull controller
939400,Single-playerSteam Achievements Steam | Trading Cards Steam
404200,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on TV
1162560,Single-playerSteam Cloud Remote | Play on | Phone Remote Play | on Tablet
1097790,Single-playerFull controller
465250,Single-playerOnline Co-opDownloadable | Content Steam Achievements Full | controller supportSteam
901399,
385510,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Full | controller supportSteam | Trading Cards Steam
543240,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Cloud Remote Play | on TV
464340,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support
715110,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud
601220,Single-playerSteam Achievements Steam | Trading Cards
1248460,Single-playerSteam Achievements Steam
1245950,Single-playerOnline PvPCross-Platform
229626,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud Valve | Anti-Cheat enabled
512250,Single-playerCross-Platform Multiplayer Steam | Achievements Steam Trading | Cards Steam Cloud Steam | Leaderboards Remote Play
1178140,Single-playerSteam Achievements Full | controller supportRequires | agreement to | a 3rd-party | EULAPixel Ripped | 1995 EULA
929010,Single-playerSteam Achievements Steam | Trading Cards Steam
629330,Additional High-Quality
383080,Single-playerSteam Trading | Cards Steam Cloud
546260,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Workshop Partial | Controller Support Includes | level editor
3300,Single-playerRemote Play | on Phone Remote | Play on
346460,Single-playerOnline PvPCross-Platform | Multiplayer Full controller | supportSteam Workshop Steam | Leaderboards Requires agreement | to a | 3rd-party EULAVector | 36 EULA
474765,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Cloud Steam | Leaderboards Incorporates 3rd-party | DRM: Denuvo
580730,Single-playerDownloadable Content Steam
1265220,Single-playerSteam is | learning about | this game 
354331,Single-playerDownloadable Content Steam | Trading Cards
94300,Single-playerSteam Trading | Cards Steam Cloud
65300,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam | Cloud Steam Leaderboards
356670,
936190,Single-playerSteam Achievements Partial | Controller Support Steam | Cloud Requires agreement | to a | 3rd-party EULAAtelier | Meruru ~The | Apprentice of | Arland~ DX
1147960,Single-playerSteam Achievements
9070,Single-playerDownloadable Content Steam
1098080,Single-playerSteam Achievements Full | controller supportSteam | Cloud Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TV
742520,Single-playerSteam Achievements Steam | Trading Cards Steam
1104410,Single-playerOnline PvPDownloadable | Content Steam Achievements Steam | Trading Cards Steam
748360,Single-playerOnline PvPShared/Split | Screen PvPSteam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam | Leaderboards Remote Play | Together Requires agreement | to a | 3rd-party EULAMY | HERO ONE'S | JUSTICE EULA
209670,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam | Workshop Steam Cloud Includes | level editorRemote | Play Together
228260,Single-playerSteam Achievements Steam | Trading Cards Steam | Cloud Requires 3rd-Party | Account: Stardock Account 
598490,Single-playerSteam Achievements Steam | Trading Cards
1260800,Single-playerSteam Leaderboards Includes | level editorProfile | Features Limited 
805590,Single-playerSteam Achievements Steam | Cloud Profile Features
544920,Online PvPFull | controller supportIn-App | Purchases Requires agreement | to a | 3rd-party EULADarwin | Project - | Open Beta
327740,Single-playerSteam Cloud Requires | agreement to | a 3rd-party | EULATron 2.0
267490,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
1217570,Single-playerSteam Cloud
1195480,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
427510,Single-playerSteam Achievements Steam | Trading Cards Partial | Controller Support Steam
1182830,Single-playerSteam Achievements Partial | Controller Support
312610,Single-playerOnline Co-opShared/Split | Screen Co-opSteam | Achievements Full controller | supportSteam Trading | Cards Steam Cloud Steam | Leaderboards Remote Play | on Phone Remote | Play on | Tablet Remote Play | on TVRemote | Play Together
1241040,Single-playerProfile Features
960920,Single-playerCross-Platform Multiplayer Downloadable | Content Steam Achievements Steam | Trading Cards Steam | Workshop Steam Cloud
761820,Single-playerDownloadable Content Steam | Trading Cards Captions | availablePartial Controller | Support Includes level | editorIncorporates 3rd-party | DRM: Denuvo5 | machine activation
800600,Single-playerCaptions availableSteam
619510,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Valve | Anti-Cheat enabledStats Steam
524580,Single-playerSteam Achievements Full | controller supportSteam | Trading Cards Steam
484950,Single-playerSteam Achievements Steam | Trading Cards Steam | Workshop Partial Controller | Support Steam Cloud
1005930,Single-playerShared/Split Screen | PvPSteam Achievements In-App | Purchases Steam Cloud Remote | Play Together
284390,Single-playerSteam Achievements Steam | Trading Cards Captions
1347090,Single-playerDownloadable Content Captions | availablePartial Controller
703510,Single-playerSteam Workshop
1272110,Single-playerOnline PvPRequires | agreement to | a 3rd-party | EULAClose Combat: | Wacht am | Rhein EULA
757300,Single-playerSteam Achievements Steam | Trading Cards
958740,Single-playerSteam Achievements
1287056,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Partial Controller | Support Steam Cloud StatsSteam | Leaderboards Remote Play | on Tablet Incorporates | 3rd-party DRM: | Denuvo Anti-tamper5 | different PC | within a | day machine | activation limit
272600,Single-playerSteam Achievements Steam | Trading Cards
31270,
825730,Single-playerShared/Split Screen | PvPRemote Play
439340,
767490,Single-playerSteam Achievements Steam
794060,Downloadable Content Steam | Trading Cards Partial | Controller Support
648292,Single-playerOnline PvPDownloadable | Content Steam Achievements Captions | availableSteam Cloud Steam
669500,Single-playerPartial Controller | Support Includes level | editorRequires agreement | to a | 3rd-party EULAHimeko | Sutori EULA
648980,Single-playerDownloadable Content Steam | Achievements Steam Trading | Cards Steam Cloud Valve | Anti-Cheat enabledStats Steam
532790,Single-playerSteam Achievements Full | controller support
448190,Single-playerDownloadable Content Steam | Achievements Full controller | supportSteam Trading | Cards Steam Workshop Steam | Cloud Steam Leaderboards
1042670,Single-playerSteam Achievements Partial | Controller Support Steam
1135430,Single-playerOnline PvPDownloadable | Content Steam Workshop Partial | Controller Support StatsSteam
1160360,Single-playerPartial Controller
